"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Cita","Appointment.text","Appointment.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.contained","Appointment.contained","","inline resources
anonymous resourcescontained resources","",0,*,"","","","Resource {[]} {[]}
","Contained, inline Resources","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"",""
"Cita","Appointment.extension","Appointment.extension","","","",4,*,"","","","Extension {[]} {[]}
","Urgencia percibida del paciente","Appointment: Urgencia percibida del paciente.","","","","","","","","","",,,,,"","value:url}
","",,"open","DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Cita","Appointment.extension:prestaciones","Appointment.extension","prestaciones","","",1,*,"Y","","","Extension {[CanonicalType[http://agenda.cl/StructureDefinition/Prestaciones]]} {[]}
","Prestaciones","Previsones de la APS","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Cita","Appointment.extension:apellidoservicio","Appointment.extension","apellidoservicio","","",1,1,"Y","","","Extension {[CanonicalType[http://agenda.cl/StructureDefinition/ApellidoServicio]]} {[]}
","Apellido Servicio","Comentario respecto al servicio","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Cita","Appointment.extension:SintomasEspeciales","Appointment.extension","SintomasEspeciales","","",1,*,"Y","","","Extension {[CanonicalType[http://agenda.cl/StructureDefinition/SintomasEspeciales]]} {[]}
","Sintomas Especiales","Da los Sintomas Especiales que presenta el paciente","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Cita","Appointment.extension:UrgenciaPercibida","Appointment.extension","UrgenciaPercibida","","",1,1,"Y","","","Extension {[CanonicalType[http://agenda.cl/StructureDefinition/UrgenciaPercibida]]} {[]}
","Urgencia percicida del paciente","Da la Urgencia Percibida segun el paciente","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Cita","Appointment.modifierExtension","Appointment.modifierExtension","","extensions
user content","",0,*,"","Y","","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the resource and that modifies the understanding of the element that contains it and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Cita","Appointment.identifier","Appointment.identifier","","","",0,*,"","","Y","Identifier {[]} {[]}
","External Ids for this item","This records identifiers associated with this appointment concern that are defined by business processes and/or used to refer to it when a direct URL reference to the resource itself is not appropriate (e.g. in CDA documents, or in written / printed documentation).","","","","","","","","","",,,,,"",,,,"Appointment.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.status","Appointment.status","","","",1,1,"","Y","Y","code {[]} {[]}
","proposed | pending | booked | arrived | fulfilled | cancelled | noshow | entered-in-error | checked-in | waitlist","The overall status of the Appointment. Each of the participants has their own participation status which indicates their involvement in the process, however this status indicates the shared status.","If the Appointment's status is ""cancelled"" then all participants are expected to have their calendars released for the appointment period, and as such any Slots that were marked as BUSY can be re-set to FREE.

This element is labeled as a modifier because the status contains the code entered-in-error that mark the Appointment as not currently valid.","","","","","","","","",,"required","The free/busy status of an appointment.","http://hl7.org/fhir/ValueSet/appointmentstatus|4.0.1","",,,,"Appointment.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.cancelationReason","Appointment.cancelationReason","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The coded reason for the appointment being cancelled","The coded reason for the appointment being cancelled. This is often used in reporting/billing/futher processing to determine if further actions are required, or specific fees apply.","","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/appointment-cancellation-reason","",,,,"Appointment.cancelationReason",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.serviceCategory","Appointment.serviceCategory","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","A broad categorization of the service that is to be performed during this appointment","A broad categorization of the service that is to be performed during this appointment.","","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/service-category","",,,,"Appointment.serviceCategory",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.serviceType","Appointment.serviceType","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","The specific service that is to be performed during this appointment","The specific service that is to be performed during this appointment.","For a provider to provider appointment the code ""FOLLOWUP"" may be appropriate, as this is expected to be discussing some patient that was seen in the past.","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/service-type","",,,,"Appointment.serviceType",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.specialty","Appointment.specialty","","","",1,*,"","","Y","CodeableConcept {[]} {[]}
","La especialidad de un profesional que se requeriría para realizar el servicio solicitado en esta cita","Appointment.specialty: La especialidad de un profesional que se requeriría para realizar el servicio solicitado en esta cita.","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/c80-practice-codes","",,,,"Appointment.specialty",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.appointmentType","Appointment.appointmentType","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The style of appointment or patient that has been booked in the slot (not service type)","The style of appointment or patient that has been booked in the slot (not service type).","","","","","","","","","",,"preferred","","http://terminology.hl7.org/ValueSet/v2-0276","",,,,"Appointment.appointmentType",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.reasonCode","Appointment.reasonCode","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Coded reason this appointment is scheduled","The coded reason that this appointment is being scheduled. This is more clinical than administrative.","","","","","","","","","",,"preferred","The Reason for the appointment to take place.","http://hl7.org/fhir/ValueSet/encounter-reason","",,,,"Appointment.reasonCode",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.reasonReference","Appointment.reasonReference","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Condition], CanonicalType[http://hl7.org/fhir/StructureDefinition/Procedure], CanonicalType[http://hl7.org/fhir/StructureDefinition/Observation], CanonicalType[http://hl7.org/fhir/StructureDefinition/ImmunizationRecommendation]]}
","Reason the appointment is to take place (resource)","Reason the appointment has been scheduled to take place, as specified using information from another resource. When the patient arrives and the encounter begins it may be used as the admission diagnosis. The indication will typically be a Condition (with other resources referenced in the evidence.detail), or a Procedure.","","","","","","","","","",,,,,"",,,,"Appointment.reasonReference",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.priority","Appointment.priority","","","",0,1,"","","","unsignedInt {[]} {[]}
","Used to make informed decisions if needing to re-prioritize","The priority of the appointment. Can be used to make informed decisions if needing to re-prioritize appointments. (The iCal Standard specifies 0 as undefined, 1 as highest, 9 as lowest priority).","Seeking implementer feedback on this property and how interoperable it is.Using an extension to record a CodeableConcept for named values may be tested at a future connectathon.","","","","","","","","",,,,,"",,,,"Appointment.priority",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.description","Appointment.description","","","",0,1,"","","","string {[]} {[]}
","Shown on a subject line in a meeting request, or appointment list","The brief description of the appointment as would be shown on a subject line in a meeting request, or appointment list. Detailed or expanded information should be put in the comment field.","","","","","","","","","",,,,,"",,,,"Appointment.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.supportingInformation","Appointment.supportingInformation","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","Additional information to support the appointment","Additional information to support the appointment provided when making the appointment.","","","","","","","","","",,,,,"",,,,"Appointment.supportingInformation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.start","Appointment.start","","","",0,1,"","","Y","instant {[]} {[]}
","Cuando se realizará la cita","Appointment.start: Fecha/Hora en que se realizará la cita.","","","","","","","","","",,,,,"",,,,"Appointment.start",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.end","Appointment.end","","","",0,1,"","","Y","instant {[]} {[]}
","When appointment is to conclude","Date/Time that the appointment is to conclude.","","","","","","","","","",,,,,"",,,,"Appointment.end",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.minutesDuration","Appointment.minutesDuration","","","",0,1,"","","","positiveInt {[]} {[]}
","Can be less than start/end (e.g. estimate)","Number of minutes that the appointment is to take. This can be less than the duration between the start and end times.  For example, where the actual time of appointment is only an estimate or if a 30 minute appointment is being requested, but any time would work.  Also, if there is, for example, a planned 15 minute break in the middle of a long appointment, the duration may be 15 minutes less than the difference between the start and end.","","","","","","","","","",,,,,"",,,,"Appointment.minutesDuration",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.slot","Appointment.slot","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Slot]]}
","The slots that this appointment is filling","The slots from the participants' schedules that will be filled by the appointment.","","","","","","","","","",,,,,"",,,,"Appointment.slot",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.created","Appointment.created","","","",0,1,"","","","dateTime {[]} {[]}
","The date that this appointment was initially created","The date that this appointment was initially created. This could be different to the meta.lastModified value on the initial entry, as this could have been before the resource was created on the FHIR server, and should remain unchanged over the lifespan of the appointment.","This property is required for many use cases where the age of an appointment is considered in processing workflows for scheduling and billing of appointments.","","","","","","","","",,,,,"",,,,"Appointment.created",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.comment","Appointment.comment","","","",0,1,"","","","string {[]} {[]}
","Additional comments","Additional comments about the appointment.","Additional text to aid in facilitating the appointment. For instance, a comment might be, ""patient should proceed immediately to infusion room upon arrival""Where this is a planned appointment and the start/end dates are not set then this field can be used to provide additional guidance on the details of the appointment request, including any restrictions on when to book it.","","","","","","","","",,,,,"",,,,"Appointment.comment",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.patientInstruction","Appointment.patientInstruction","","","",0,1,"","","","string {[]} {[]}
","Detailed information and instructions for the patient","While Appointment.comment contains information for internal use, Appointment.patientInstructions is used to capture patient facing information about the Appointment (e.g. please bring your referral or fast from 8pm night before).","","","","","","","","","",,,,,"",,,,"Appointment.patientInstruction",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.basedOn","Appointment.basedOn","","incomingReferral
","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ServiceRequest]]}
","The service request this appointment is allocated to assess","The service request this appointment is allocated to assess (e.g. incoming referral or procedure request).","","","","","","","","","",,,,,"",,,,"Appointment.basedOn",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.participant","Appointment.participant","","","",1,*,"","","","BackboneElement {[]} {[]}
","Participants involved in appointment","List of participants involved in the appointment.","","","","","","","","","",,,,,"",,,,"Appointment.participant",1,*,"","app-1:Either the type or actor on the participant SHALL be specified {type.exists() or actor.exists()}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"Cita","Appointment.participant.id","Appointment.participant.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Cita","Appointment.participant.extension","Appointment.participant.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Cita","Appointment.participant.modifierExtension","Appointment.participant.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Cita","Appointment.participant.type","Appointment.participant.type","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Role of participant in the appointment","Role of participant in the appointment.","The role of the participant can be used to declare what the actor will be doing in the scope of this appointment.If the actor is not specified, then it is expected that the actor will be filled in at a later stage of planning.This value SHALL be the same when creating an AppointmentResponse so that they can be matched, and subsequently update the Appointment.","","","","","","","","",,"extensible","Role of participant in encounter.","http://hl7.org/fhir/ValueSet/encounter-participant-type","",,,,"Appointment.participant.type",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.participant.actor","Appointment.participant.actor","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner]]}
","Nombre del prestador que dara la cita médica","A Person, Location/HealthcareService or Device that is participating in the appointment.","","","","","","","","","",,,,,"",,,,"Appointment.participant.actor",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.participant.required","Appointment.participant.required","","","",0,1,"","","Y","code {[]} {[]}
","required | optional | information-only","Whether this participant is required to be present at the meeting. This covers a use-case where two doctors need to meet to discuss the results for a specific patient, and the patient is not required to be present.","","","","","","","","","",,"required","Is the Participant required to attend the appointment.","http://hl7.org/fhir/ValueSet/participantrequired|4.0.1","",,,,"Appointment.participant.required",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.participant.status","Appointment.participant.status","","","",1,1,"","","Y","code {[]} {[]}
","accepted | declined | tentative | needs-action","Participation status of the actor.","","","","","","","","","",,"required","The Participation status of an appointment.","http://hl7.org/fhir/ValueSet/participationstatus|4.0.1","",,,,"Appointment.participant.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.participant.period","Appointment.participant.period","","","",0,1,"","","","Period {[]} {[]}
","Participation period of the actor","Participation period of the actor.","","","","","","","","","",,,,,"",,,,"Appointment.participant.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Cita","Appointment.requestedPeriod","Appointment.requestedPeriod","","","",0,*,"","","","Period {[]} {[]}
","Potential date/time interval(s) requested to allocate the appointment within","A set of date ranges (potentially including times) that the appointment is preferred to be scheduled within.

The duration (usually in minutes) could also be provided to indicate the length of the appointment to fill and populate the start/end times for the actual allocated time. However, in other situations the duration may be calculated by the scheduling system.","This does not introduce a capacity for recurring appointments.","","","","","","","","",,,,,"",,,,"Appointment.requestedPeriod",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CitaRespuesta","AppointmentResponse","AppointmentResponse","","","",0,*,"","","","null {[]} {[]}
","A reply to an appointment request for a patient and/or practitioner(s), such as a confirmation or rejection","A reply to an appointment request for a patient and/or practitioner(s), such as a confirmation or rejection.","","","","","","","","","",,,,,"",,,,"AppointmentResponse",0,*,"","apr-1:Either the participantType or actor must be specified {participantType.exists() or actor.exists()}
dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}"
"CitaRespuesta","AppointmentResponse.id","AppointmentResponse.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"CitaRespuesta","AppointmentResponse.meta","AppointmentResponse.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CitaRespuesta","AppointmentResponse.implicitRules","AppointmentResponse.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
